Id,Label,timeset,attr_type,global_occurrences,attr_2,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,isperiphery,iscenter,Cluter-ID,Cluster,modularity_class,stat_inf_class,clustering,eigencentrality
username_685b0d700dc1071cf0e55598fac34c71,londonontarioca,,username,1,756134750746619904,ᴸᴼᴺᴰᴼᴺ ᴼᴺᵀᴬᴿᴵᴼ ⓥ,"LONDON ONTARIO CANADA ((@CityOfLdnOnt,@LondonOntarioCA)) … LDNONT: ᴏʀɪɢɪɴᴀʟʟʏ ᴋᴏᴛᴇҩᴜᴏɢᴏɴɢ·ᴏɴ·ᴛʜᴇ·ᴀsᴋᴜɴᴇssɪᴘᴘɪ—ʀᴇɴᴀᴍᴇᴅ ʟᴏɴᴅᴏɴ·ᴏɴ·ᴛʜᴇ·ᴛʜᴀᴍᴇs,¹⁷⁹³—https://t.co/87JSAcitHs.",London Ontario Canada,1168,100,44343,1466168709551165440,1466168709551165440,en,2021-12-01 22:13:55+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1896,false,false,948,727,843,449,0,0
username_4f2e14090a8d24240c9025283ba6acc9,longform_ed,,username,1,252823647,Longform Editions,A gallery for listening. https://t.co/DEAP7ythio https://t.co/WOvzCIYDE8,"Sydney, Australia",2418,931,1754,1466170894842093568,1466170894842093568,en,2021-12-01 22:22:36+00:00,"Thank you, Alvin Lucier. https://t.co/3rXabY20dC",1,0,46,0,[],[],[],Alvin Lucier,https://twitter.com/longform_ed/status/1466170894842093576/photo/1,[],[],[],[],1,0,1,1,0,1,-1,0,0,0,0,0,0.000286,357,1285,false,false,357,193,513,590,0,0.003261
username_deae5ce282222f68a4f48976c1b5bd99,loopsdigi,,username,1,1221826807084662784,Loopsdigi🫠,"#bitcoin #creator #sunsetsquarespizza #curator #doublespend",Mos Eisley cantina,2823,4786,6720,1466114060341190656,1466114060341190656,en,2021-12-01 18:36:45+00:00,"RT @_deafbeef: RIP Alvin Lucier: hugely influential sound artist and composer. Lucier's 1969 work ""I am sitting in a room"" is a seminal pie…",9,0,0,0,[],[],_deafbeef,"Alvin Lucier, Lucier",[],[],1466089315595956230,1363136402284818440,retweeted,0,1,1,0,1,1,12,1,1,0,0,0.000035,0.000155,2,1897,false,false,948,46,302,437,0,0
username_38c72247b78d6604f368172832ef278a,lopezepol,,username,2,21513405,Patrick Lopez,"bass lines, dogs, spiders",austin,305,720,4080,1466814009156550656,1466814009156550656,en,2021-12-03 16:58:06+00:00,"SotD: Music For Solo Performer, Alvin Lucier, https://t.co/Y2gqbdxHgq  An excerpt from a 1965 performance, Lucier performs his own piece.  RIP Alvin Lucier",0,0,0,0,[],[],[],"Alvin Lucier, Lucier",https://youtu.be/bIPU2ynqy2Y,[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,536,1898,false,false,536,728,514,591,0,0
username_e0e208664b9a924f61c15df7dca001b1,lordmcess,,username,2,1164161689,Lord Chief Justice,"Vague Terrain, Matmos, True Vine Record Shop, High Zero Foundation.",Baltimore -The City that Reads,4731,1311,14217,1466163860734455808 | 1466164599615541248,1466163860734455808 | 1466164599615541248,en,2021-12-01 21:54:39+00:00 | 2021-12-01 21:57:35+00:00,"RT @mjleach7: I only shared a bill with Alvin Lucier once, but my favorite headline came from it.  Composers at festival make sound, not mu… | RT @ubuweb: Alvin Lucier (1931-2021), Audio Archive: performances, music, documentary [MP3]: https://t.co/0JZqdT6n2z https://t.co/WFvCpckv73",163 | 18,0,0,0,[],[],mjleach7 | ubuweb,Alvin Lucier,"[] | https://ubu.com/sound/lucier.html, https://twitter.com/ubuweb/status/1466153660052873216/photo/1",[],1466104850341670920 | 1466153660052873216,38993997 | 4547862809,retweeted,0,2,2,0,2,2,10,0.75,0.833333,0,0,0.010038,0.000155,2,1899,false,false,948,50,456,513,0,0
username_5b83594d2de108df84e8f3e5eb8ae742,lordofnoyze,,username,1,129834595,Florian 🧐 Etcheverry,Super-Nerd. I do a lot of shit here and there. Go support @ladyteruki instead : https://t.co/TQLbDYZxZI,Avon (77). SOUTHWEST. FRANCE.,3888,4996,321325,1466444424385376256,1466444424385376256,fr,2021-12-02 16:29:30+00:00,"RT @nicoprat: Le compositeur est mort mercredi à 90 ans. Pionnier des musiques expérimentales et de l’utilisation de la technologie, il aur…",1,0,0,0,[],[],nicoprat,[],[],[],1466442359315574784,19256842,retweeted,0,1,1,0,1,1,-1,1,1,0,0,0,0.000155,537,1901,false,false,537,203,616,592,0,0
username_355bd21ec824d3fa88f8c97ed93050da,lorelei__laura,,username,2,1163152244331749376,Laura,freaks only,Chicago,194,299,717,1466204969619623936 | 1466249441829081088,1466204969619623936 | 1466249441829081088,en,2021-12-02 00:38:00+00:00 | 2021-12-02 03:34:43+00:00,"Had the opportunity to experience Alvin Lucier’s piece, “I am Sitting in a Room” at the UMMA in Ann Arbor and it still blows my mind how he manipulated sound using natural acoustic properties. RIP to a true sonic legend ♥️ | RT @geetadayal: RIP Alvin Lucier. An absolute legend of music! Here’s a long piece I wrote about him a while back. He was always generous w…",0 | 42,0 | 1,0 | 13,0,[],[],[] | geetadayal,"Alvin Lucier | Alvin Lucier, Ann Arbor",[],[],1466118320730431492 | [],16932590 | [],[] | retweeted,0,1,1,0,1,1,11,1,1,0,0,0.004003,0.000155,2,1902,false,false,948,4,333,727,0,0
username_164b6eb7cbe823ad774829a04061217a,lorenzoprati_,,username,1,1392084942616776704,Lorenzo Prati,Makes sounds | 1/4 of @evilusses 🎷🔊  Phd music and architecture @sheffielduni through @WRoCAH,"Birmingham, England",201,513,165,1466155848472870912,1466155848472870912,en,2021-12-01 21:22:48+00:00,"""I am sitting in a room"" was one of the first pieces that they showed us at uni. I remember really liking it but not quite grasping how it worked, it felt like magic. Years later I'm glad that the magical feeling still hasn't gone away. RIP Alvin Lucier 💫",1,2,12,0,[],[],[],Alvin Lucier,[],[],[],[],[],1,0,1,1,0,1,-1,0,0,0,0,0,0.000286,538,1903,false,false,538,194,641,593,0,0.003261
username_c4d37fd45bd7881572374be73e867d4b,losapson,,username,4,119035852,LOS APSON?,西新宿〜幡ヶ谷を経て、高円寺へ移転したレコード＆CD＆あれこれショップ“LOS APSON?”。店頭の現場状況等はヤマベ、WEBの更新／入荷案内等はレイがツイート。※問い合わせや私信等はDM・＠メンションではなく、電話かメールでお願いします。,東京都杉並区高円寺,11457,911,54761,1466324762859241472 | 1466324783235145728 | 1466324808057065472 | 1466324834091032576,1466324762859241472 | 1466324783235145728 | 1466324808057065472 | 1466324834091032576,en | ja,2021-12-02 08:34:01+00:00 | 2021-12-02 08:34:05+00:00 | 2021-12-02 08:34:11+00:00 | 2021-12-02 08:34:18+00:00,"RT @NPR: The American composer and educator Alvin Lucier, who changed the way we think about sound with monumental works like ""I Am Sitting… | RT @nytimesarts: Alvin Lucier’s experimental music was rooted in the physics of sound and might yield unpredictable soundscapes — in one in… | RT @pitchfork: Alvin Lucier, an experimental composer who was known for his avant-garde works and sound installations, has died https://t.c… | RT @telepath_yukari: 2018年に観たAlvin Lucier@京大西部講堂。このときの公演に際して、Los Apsonが出張販売に来てたのが懐い。Oren Ambarchiを始めとした面々を含む、最大15人という大編成でのドローン/ミニマル。休憩も挟んで四…",26 | 28 | 31 | 7,0,0,0,[],[],NPR | nytimesarts | pitchfork | telepath_yukari,"Alvin Lucier | Alvin Lucier, 京大西部講堂, Los Apson, Oren Ambarchi",[],[],1466141885001613321 | 1466158950177558534 | 1466196937670021131 | 1466310125031866373,14089195 | 1440641 | 2412724464 | 5392522,retweeted,0,4,4,0,4,4,9,0.529412,0.666667,0,0,0.001651,0.000155,2,1904,false,false,948,25,815,993,0,0
username_f24efd9f6a7f930230696967a3b6e76b,lospadrinospop,,username,1,52335132,¡Los Padrinos!,Tu nueva banda favorita. Pop-art guitarrero para el siglo XXI. Our Little Underground.,"León, Guanajuato, México.",522,731,16847,1466255993709412352,1466255993709412352,es,2021-12-02 04:00:45+00:00,RT @RupertPupkin__: Alvin Lucier (1931-2021) https://t.co/Usc8I631cX,31,0,0,0,[],[],RupertPupkin__,Alvin Lucier,https://twitter.com/RupertPupkin__/status/1466147083430379529/photo/1,[],1466147083430379529,578101456,retweeted,0,1,1,0,1,1,9,1,1,0,0,0.002377,0.000155,2,1905,false,false,948,8,104,513,0,0
username_4c4fa0e246d0439e90b6768147f0483a,lostpropertyco,,username,2,2571636426,Lost Property,An arts collective based in the south of England. The team behind https://t.co/qn12XTtpjT  festival and other sound / art events.,[],655,562,370,1466347905959313408 | 1466348048360038400,1466347905959313408,en,2021-12-02 10:05:58+00:00 | 2021-12-02 10:06:32+00:00,"Yesterday's news about Alvin Lucier's death brought back some vivid memories of the retrospective we put on 5 years ago, and what a pleasure it was to be immersed in his work in the run up to that.  We made a choice to leave out 'I am Sitting in a Room' to throw light on... | nine lesser known pieces, which are all documented brilliantly as ever by Agata Urbaniak on this page: https://t.co/lpDKmcDHZ5  At the time there were some that we were sorely tempted by - Music on a Long Thin Wire, Bird and Person Dyning and the brainwave driven Music for Solo..",0,1 | 2,0 | 3,0,2571636426.0 | [],[],[],Agata Urbaniak | Alvin Lucier,[] | https://lost-property.org.uk/alvin-lucier-retrospective/,[],1466347905959313413 | [],2571636426 | [],[] | replied_to,0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,539,1906,false,false,539,729,515,594,0,0
username_a2190f342c66656aff3b48007606f077,loudl,,username,2,127659284,Louise de Lannoy,,[],13989,3320,967688,1467618497937162240,1467618497937162240,en,2021-12-05 22:14:51+00:00,RT @robinrimbaud: Farewell to composer Alvin Lucier (1931 - 2021) whose work taught us so much about the very act of listening as much as t…,94,0,0,0,[],[],robinrimbaud,Alvin Lucier,[],[],1466099142023950342,21600839,retweeted,0,1,1,0,1,1,9,1,1,0,0,0.006342,0.000155,2,1907,false,false,948,2,456,985,0,0
username_508a41feb4783f3d7edf7a48e5c4ac08,louisthecat,,username,1,19703648,LouisTheCat,"Ex-Cat: Grey, furry, podgy, clueless, living in kitty heaven.  Human: Does design & mixes. Squatney District Council employee. Co-runs @_constructive_",North London,267,175,1796,1466112845263876096,1466112845263876096,en,2021-12-01 18:31:56+00:00,RIP Alvin Lucier,0,0,2,0,[],[],[],Alvin Lucier,[],[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,540,1908,false,false,540,730,516,595,0,0
username_2927f7e17c73678fe166e4ff2182f95c,louthcms,,username,3,1153712492,LouthCMS,LCMS presents the leading international composers of our time in person and fosters genuine engagement through new commissions and cleverly-curated programmes,Dundalk Ireland,1993,2429,3847,1466089684338102272 | 1466316024345763840 | 1466319291515555840,1466089684338102272 | 1466316024345763840 | 1466319291515555840,en,2021-12-01 16:59:54+00:00 | 2021-12-02 07:59:17+00:00 | 2021-12-02 08:12:16+00:00,Michael Dervan's Interview with Alvin Lucier in the Irish Times. Brainwaves and other strange sounds from Alvin Lucier’s lab https://t.co/LOLtPGkjxC via @IrishTimes @hlinehan | Tom Parkinson's interview with Alvin: Sitting in a room in Dundalk https://t.co/b0EismKqUq | Very sad news about Alvin Lucier. Lovely guy. Condolences to Wendy and family https://t.co/RDPY3KxLxp,0 | 3 | 4,0,10 | 19 | 4,0 | 1,[],[],"IrishTimes, hlinehan | []","Alvin Lucier, Wendy | Michael Dervan, Alvin Lucier, Alvin Lucier | Tom Parkinson, Alvin, Dundalk",https://twitter.com/LouthCMS/status/1466089684338102280/photo/1 | https://www.irishtimes.com/culture/music/brainwaves-and-other-strange-sounds-from-alvin-lucier-s-lab-1.1838657 | https://www.theguardian.com/music/musicblog/2014/jun/25/sitting-in-a-room-with-alvin-lucier,[],[],[],[],6,0,6,6,0,6,-1,0,0,0,0,0,0.000943,252,947,false,false,252,83,517,618,0,0.019568
username_0d667cbec845aace75bc15f884df33f8,lovesydbarrett,,username,1,129865155,八木皓平🐐🏉,音楽批評家。ラグビー愛好家。原稿執筆等のご依頼については下記メールアドレスかDMでお願いします。北海道安平町追分出身。,lovesydbarrett80@gmail.com,5089,397,88322,1466248453432827904,1466248453432827904,ja,2021-12-02 03:30:47+00:00,RT @NTTICC: アルヴィン・ルシエ氏が逝去されました． 謹んでお悔やみ申し上げます．  企画展「サウンディング・スペース—9つの音響空間」では，《エンプティ・ヴェッセルズ》（ICCヴァージョン）を出品いただきました． https://t.co/dg02xDrgwi  M…,10,0,0,0,[],[],NTTICC,"アルヴィン・ルシエ氏, サウンディング・スペース—9つの音響空間",https://bit.ly/3pnBWch,[],1466228181212405760,122334380,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.000611,0.000155,2,1909,false,false,948,22,760,399,0,0
username_166c2d6c589d082f4c3c698190aeb32d,lowfrequencee,,username,1,499471633,joey🦘📿,Recording Artist 🪩 // CA Notary Public 🖇 // Rio Hondo College 📚 // founder of @lowfreakwhensee,"Los Angeles, CA",893,802,12098,1466091727656079360,1466091727656079360,en,2021-12-01 17:08:01+00:00,"RT @_deafbeef: RIP Alvin Lucier: hugely influential sound artist and composer. Lucier's 1969 work ""I am sitting in a room"" is a seminal pie…",9,0,0,0,[],[],_deafbeef,"Alvin Lucier, Lucier",[],[],1466089315595956230,1363136402284818440,retweeted,0,1,1,0,1,1,12,1,1,0,0,0.000035,0.000155,2,1910,false,false,948,46,302,437,0,0
username_7ea68d17dd54d2a01e5a73aef29d75fe,lowkeynw,,username,4,285717056,Nathan Wolek,Sound Artist & Audio Researcher. @StetsonU Professor of Digital Arts. 2x @FulbrightPrgrm Scholar. Co-director of @YngSoundSeekers.,"Florida, USA",938,1229,1847,1466093597585985536 | 1466197035133059072 | 1466222331605434368 | 1466507699894562816,1466093597585985536 | 1466197035133059072 | 1466507699894562816,en,2021-12-01 17:15:27+00:00 | 2021-12-02 00:06:28+00:00 | 2021-12-02 01:46:59+00:00 | 2021-12-02 20:40:56+00:00,"Both photos: Alvin Lucier stands at the front of a college classroom. Behind him is a blackboard, &amp; in front of him is a low table with a small mixer &amp; large disc player. They are blurry because the camera and subject were moving. | RIP Alvin Lucier.   Heard him speak just once at the 2006 Spark Festival organized by Doug Geers, along with a ton of his music. It was wonderful. I prefer these blurry photos from that talk. They seem to fit the man &amp; his work better than the ones in focus. https://t.co/I0hYmFFHEE | RT @hollyherndon: RIP and thank you Alvin Lucier   https://t.co/uQnzTQcfWB | RT @ubuweb: Alvin Lucier (1931-2021), Audio Archive: performances, music, documentary [MP3]: https://t.co/0JZqdT6n2z https://t.co/WFvCpckv73",0 | 1 | 163 | 17,0 | 1,0 | 6,0,285717056.0 | [],[],[] | hollyherndon | ubuweb,"Alvin Lucier | Alvin Lucier, , 2006 Spark Festival, Doug Geers","[] | https://twitter.com/LowkeyNW/status/1466197035133059072/photo/1, https://twitter.com/LowkeyNW/status/1466197035133059072/photo/1 | https://ubu.com/sound/lucier.html, https://twitter.com/ubuweb/status/1466153660052873216/photo/1 | https://www.youtube.com/watch?v=eGrW61XjdGY",[],1466091866743443463 | 1466153660052873216 | 1466197035133059072 | [],15156227 | 285717056 | 38993997 | [],[] | replied_to | retweeted,1,2,3,1,2,3,10,0.75,0.833333,3,0.000017,0.00975,0.00022,2,1911,false,false,948,66,375,511,0,0.003261
username_2747e39c072d09c8d00c00c6d8059860,lpecktor,,username,1,1194074809262473216,Lauro Pecktor,Composer. Interested in sketches and creative processes. PhD candidate at University of Calgary. Vegan. #geneticcriticism #creativeprocess #music,"Calgary, AB",225,2019,2127,1466125340003106816,1466125340003106816,en,2021-12-01 19:21:35+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1912,false,false,948,0,843,449,0,0
username_ff36c60ff3ee24617221cc57d18d3307,lubectheband,,username,1,21423298,Lubec,swing to the end /// you can find our music on @disposable_usa /// we wish you well,"Portland, OR",617,353,3149,1466132719973240832,1466132719973240832,en,2021-12-01 19:50:54+00:00,RT @jackie_ess: RIP Alvin Lucier. I think about this one all the time https://t.co/KfhXDINulI,2,0,0,0,[],[],jackie_ess,Alvin Lucier,https://www.youtube.com/watch?v=cVHdCSuhQcM,[],1466115100260114441,1194026795751890945,retweeted,0,1,1,0,1,1,-1,1,1,0,0,0,0.000155,440,1913,false,false,440,137,457,596,0,0
username_f0e5c8f07fc4f2dbb44cbbf18f282765,luchsinger_ron,,username,1,1285636133594988544,Ron Luchsinger,"Passionate, in love with life, music, theater, opera, and the people I encounter. I'm convinced I was a dog in a previous life.",[],15,211,4848,1466455302107189248,1466455302107189248,en,2021-12-02 17:12:44+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1914,false,false,948,731,843,449,0,0
username_c4d823731e89fe25bf1eafa10fc7a87a,luisabal_,,username,1,144116906,Luisa Balaguer,Musicologist-a ahora en IESs ultimamente en tonnetz Bigdata&Ethics #musictheory,"Almería, España",957,1388,20526,1466146421464252416,1466146421464252416,es,2021-12-01 20:45:21+00:00,RT @anamariaromago: Son muchas las obras de Alvin Lucier que me han fascinado. Su presencia creativa fue muy importante en mis indagaciones…,2,0,0,0,[],[],anamariaromago,Alvin Lucier,[],[],1466128998963073031,2249389753,retweeted,0,1,1,0,1,1,-1,1,1,0,0,0,0.000155,83,1915,false,false,83,139,78,74,0,0
username_b3c4760cdcc6f5e5678ff155d44f411c,luisbarrie_,,username,1,1226837588113313792,Luis Barrie,,[],366,1265,1116,1466112385337356288,1466112385337356288,en,2021-12-01 18:30:06+00:00,RT @ResonanceFM: Alvin Lucier RIP. Here he is at rest on the eve of the epochal 2004 Feedback: Order from Noise UK tour w. @toshimarunakam…,12,0,0,0,[],[],"ResonanceFM, toshimarunakam","Alvin Lucier, Noise UK",[],[],1466096289708400651,20512075,retweeted,0,2,2,0,2,2,11,0.75,0.833333,0,0,0.000007,0.000155,2,1916,false,false,948,44,73,135,1,0
username_43b5561e899e5bc929d6a600340f39bb,luisc0tt0,,username,2,25578050,ℓυιѕ є∂gαя∂σ ¢σттσ,Hartford DiaspoRican in the Peoples Republik | Cultural Worker w/ a passion for Arts Equity & Civic Engagement | #Vacilando | #photography | #cities,"Hartford || #CambMA || Boston ",3440,3632,45291,1466853805186760704,1466853805186760704,en,2021-12-03 19:36:14+00:00,RT @johndankosky: A remembrance of Alvin Lucier on @scifri today. https://t.co/Exj38X9dS7,3,0,0,0,[],[],"johndankosky, scifri",Alvin Lucier,https://www.sciencefriday.com/segments/alvin-lucier-obituary/,[],1466853709594480642,170456179,retweeted,0,2,2,0,2,2,11,0.75,0.833333,0,0,0.000102,0.000155,2,1917,false,false,948,53,449,524,0.5,0
username_8fc3e4f4789f439ef3fd327f6bd3a89c,lukasb,,username,1,682633,Lukas Bergstrom,Helping people keep track of wildfires at Watch Duty. Software product consulting. Are you going to finish that?,"San Francisco, CA",1595,1237,2782,1466194771869798400,1466194771869798400,en,2021-12-01 23:57:28+00:00,"Saw Alvin Lucier at Mills not too many years back: an elderly man facing the audience, wires running from electrodes on his temples to contact mics on drums throughout the auditorium. He sat quietly, eyes closed, while sound erupted all around him. RIP.",0,0,4,0,[],[],[],"Alvin Lucier, Mills",[],[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,541,1918,false,false,541,732,518,597,0,0
username_3b8b33a45824a8ef090b9f6a81a2542b,lukelund_lotech,,username,2,2725637487,Luke Lund,Booking: lukelund.lotech@gmail.com,"Espoo, Finland",360,220,4665,1466104747950231552 | 1466120721130659840,1466104747950231552 | 1466120721130659840,en,2021-12-01 17:59:45+00:00 | 2021-12-01 19:03:13+00:00,"Alvin Lucier, rest in paradise...   Absolutely heartbroken. Thank you for forever changing my perception on both sound and music 👂 https://t.co/kOMN9yXKhR | RT @robinrimbaud: Farewell to composer Alvin Lucier (1931 - 2021) whose work taught us so much about the very act of listening as much as t…",1 | 94,0,0 | 6,0,[],[],[] | robinrimbaud,Alvin Lucier,[] | https://www.youtube.com/watch?v=ZahY5IjbkZU,[],1466099142023950342 | [],21600839 | [],[] | retweeted,1,1,2,1,1,2,9,1,1,1,0.000119,0.006342,0.00022,2,1919,false,false,948,9,278,985,0,0.003261
username_4eb290898c4d9fff0a1af7f3caaaf300,lullabyeseraph,,username,1,715831336838291456,⭐️☁️🌜Ten🌛 ☁️⭐️,( your very own ) angel in a mire. They/He *icon created with https://t.co/HrGidvS8KL… header photo taken by me,[],98,1013,14930,1466263177335816192,1466263177335816192,en,2021-12-02 04:29:17+00:00,RIP Alvin Lucier https://t.co/ujmylI5Tpb,0,0,2,0,[],[],[],Alvin Lucier,https://youtu.be/fAxHlLK3Oyk,[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,542,1920,false,false,542,733,519,598,0,0
username_5a725efca51fe00c97cda1c28c649a95,lungsovmercury,,username,1,1459625355703201792,𝕷𝖚𝖓𝖌𝖘 𝖔𝖋 𝕸𝖊𝖗𝖈𝖚𝖗𝖞,"experimental/noise pop duo from ontario, canada","Ontario, Canada",48,87,71,1466542940419932160,1466542940419932160,en,2021-12-02 23:00:58+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1921,false,false,948,0,843,449,0,0
username_48ce605555a6d960f208e9a8867ff51d,lupinoonm,,username,1,1117867322130227200,Maria,,"London, England",59,1598,344,1466148090151374848,1466148090151374848,en,2021-12-01 20:51:59+00:00,RT @NormalComposers: Alvin Lucier sitting in a garden.   RIP Alvin Lucier (1931 - 2021) https://t.co/IBaEhH68NK,303,0,0,0,[],[],NormalComposers,"Alvin Lucier, Alvin Lucier",https://twitter.com/NormalComposers/status/1466123599157334029/photo/1,[],1466123599157334029,2358169944,retweeted,0,1,1,0,1,1,11,1,1,0,0,0.054403,0.000155,2,1922,false,false,948,734,843,449,0,0
username_58f7acc4a34c77d2cc51ad4728578b10,lusc_j,,username,1,492172594,Jen's Fortress,Jenny (she/her) // a rotten horn of plenty // cow fan 🌱,"Manchester, England",443,429,96820,1466494175868821504,1466494175868821504,en,2021-12-02 19:47:12+00:00,"literally no response to beloved experimental composer Alvin Lucier's death at the age of 90 other than ""more like I Am Sitting In A Tomb, am I right""",0,0,3,0,[],[],[],Alvin Lucier,[],[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,543,1923,false,false,543,735,520,599,0,0
username_65c441d1d4e33b6c35c00be17aa3be6b,lutheranmusick,,username,1,566867362,Pete Martell’s tarot reader,Cavalier about use by dates,Chicago. latest releases:,139,1103,5491,1466088263496749056,1466088263496749056,en,2021-12-01 16:54:15+00:00,RT @Rayya_Badran: Rest easy Alvin Lucier 💔 https://t.co/KOwgX8aJLq,14,0,0,0,[],[],Rayya_Badran,Alvin Lucier,https://twitter.com/Rayya_Badran/status/1466085539237486594/photo/1,[],1466085539237486594,22669528,retweeted,0,1,1,0,1,1,11,0.666667,0.75,0,0,0.000176,0.000155,2,1924,false,false,948,51,302,444,0,0
username_23a026cbe155bd3b849fd68b51096233,lutlopl,,username,1,1398768793,"~!¡,‘¡!~",CMPRßNST,Complicitly yours.,2136,778,10367,1466097060919320576,1466097060919320576,en,2021-12-01 17:29:12+00:00,"ALVIN   LUCIER rip.  While prepping for his performance of Bird &amp; Person Dyning, someone on the tech team told Alvin to be careful with the volume. Audibly irritated, Alvin responded, ""I've been doing this over 40 years... damn, I'm old... &amp; never hurt no one.""  (w/ @qdnoktsqfr)",4,1,21,1,[],[],qdnoktsqfr,"ALVIN LUCIER, Bird & Person Dyning, Alvin, Alvin",[],[],[],[],[],3,0,3,3,0,3,10,0,0,0,0.000965,0,0.000546,2,458,false,false,948,52,302,108,0,0.010852
username_10fef898583cca4d4e1c858f03d4eea3,lydrummet,,username,4,30203287,Peter Albrechtsen,Loves sound on several levels and at several levels.,"Copenhagen, Denmark",6678,3032,50252,1466098707850530816 | 1466294673912344576 | 1466294751511121920 | 1466542790741880832,1466098707850530816 | 1466294673912344576 | 1466294751511121920 | 1466542790741880832,en,2021-12-01 17:35:45+00:00 | 2021-12-02 06:34:27+00:00 | 2021-12-02 06:34:45+00:00 | 2021-12-02 23:00:23+00:00,"RT @robinrimbaud: For anyone interested in sonic arts and experimental music, then these two books by the late Alvin Lucier remain absolute… | RT @thewiremagazine: Alvin Lucier 14 May 1931–1 December 2021  To mark the death of Alvin Lucier on 1 December we have made our 2004 cover… | RT @ubuweb: Alvin Lucier (1931-2021), Audio Archive: performances, music, documentary [MP3]: https://t.co/0JZqdT6n2z https://t.co/WFvCpckv73 | So sad. Alvin Lucier was a sonic magician. His work made me think of sound in new ways – I Am Sitting In a Room blew my mind. A few years back I wrote this intro to Lucier and talked with Ren Klyce about Lucier’s impact on the #sounddesign of #Se7en: https://t.co/nvC88Utatn #RIP https://t.co/eCgaOr8pqJ",163 | 2 | 58 | 59,0,0 | 9,0,[],[],[] | robinrimbaud | thewiremagazine | ubuweb,"Alvin Lucier | Alvin Lucier, Alvin Lucier | Alvin Lucier, Lucier, Ren Klyce","[] | https://designingsound.org/2013/08/08/an-introduction-to-alvin-lucier-and-his-impact-on-the-sound-of-se7en/, https://twitter.com/Cafeoto/status/1466093937500827659 | https://ubu.com/sound/lucier.html, https://twitter.com/ubuweb/status/1466153660052873216/photo/1","[] | sounddesign, Se7en, RIP",1466093937500827659 | 1466104500205281283 | 1466153660052873216 | 1466474967747465220,106808100 | 20048111 | 21600839 | 38993997,quoted | retweeted,2,3,5,2,3,5,9,0.8,0.875,8,0,0.016901,0.000418,2,1301,false,false,948,150,325,280,0,0.006523
username_3af4bf78ce35d579a8303bace7f1bdfe,lyra_pramuk,,username,1,543868399,Lyra Pramuk,x,"Berlin, Germany",3158,676,3081,1466180587912413184,1466180587912413184,en,2021-12-01 23:01:07+00:00,RIP Alvin Lucier 🙏🏻,0,0,10,0,[],[],[],Alvin Lucier,[],[],[],[],[],0,0,0,0,0,0,-1,0,0,0,0,0,0.000155,544,1925,false,false,544,736,521,600,0,0
