,author_id,username,display_name,author_desc,author_location,followers,following,tweets count,tweet date,tweet_id,tweet_lang,tweet_reply,text,retweet_count,reply_count,like_count,quote_count,in_reply_to_user_id,referenced_tweets,geo,annotations,urls,mentions,hashtags,clean_mentions,clean_annotations,clean_urls,clean_hashtags
863,388875511,Roland_Kuit,Roland Kuit,"THE NEXT LEVEL IN SONIC SPACE
https://t.co/UelS9WEVr9",Netherlands,172,229,3405,2021-12-01 18:24:57+00:00,1466111090631352320,en,everyone,"#alvinlucier #electronicmusic R.I.P. dear Alvin, what a work! Alvin Lucier - I Am Sitting In A Room https://t.co/DPgM9jh0QL via @YouTube",1,0,3,0,[],[],[],"[{'start': 42, 'end': 46, 'probability': 0.9467000000000001, 'type': 'Person', 'normalized_text': 'Alvin'}, {'start': 62, 'end': 73, 'probability': 0.9794, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 77, 'end': 98, 'probability': 0.9329000000000001, 'type': 'Other', 'normalized_text': 'I Am Sitting In A Room'}]","[{'start': 100, 'end': 123, 'url': 'https://t.co/DPgM9jh0QL', 'expanded_url': 'https://youtu.be/fAxHlLK3Oyk', 'display_url': 'youtu.be/fAxHlLK3Oyk'}]","[{'start': 128, 'end': 136, 'username': 'YouTube', 'id': '10228272'}]","[{'start': 0, 'end': 12, 'tag': 'alvinlucier'}, {'start': 13, 'end': 29, 'tag': 'electronicmusic'}]",YouTube,"Alvin, Alvin Lucier, I Am Sitting In A Room",https://youtu.be/fAxHlLK3Oyk,"alvinlucier, electronicmusic"
866,6742582,tim_nolan,nolan.the,Ahead of the curve. Proudly serving the Internet since 1996. #cachemonet I broke the Internet before #BreakingTheInternet was a thing.,"New York, NY",8651,669,39065,2021-12-01 18:23:53+00:00,1466110822837596160,es,everyone,#RIP Alvin Lucier.,0,0,0,0,[],[],[],"[{'start': 5, 'end': 16, 'probability': 0.9084000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]",[],[],"[{'start': 0, 'end': 4, 'tag': 'RIP'}]",[],Alvin Lucier,[],RIP
898,1450669424105586688,UNLEASHFURYGAME,GELO GAZILLION,,"California, Sacramento",53,153,1535,2021-12-01 18:09:03+00:00,1466107089286098944,en,everyone,"@DanbyAppliance
 https://t.co/fuZneEUB6P

DFF101B1BDB

Selling a Danby #Refridgerator Like NEW SAVE!

$299 
@CASacramento916
 
#Sacramento #CA 
916-800-9422

https://t.co/9dPeOaCMue

#Trending #home #office #SCOTUS #wednesdaythought #December1st Lovejoy, Alvin Lucier, Titanfall https://t.co/0WsCOcPxJc",0,0,1,0,787838629.0,[],[],[],"[{'start': 17, 'end': 40, 'url': 'https://t.co/fuZneEUB6P', 'expanded_url': 'http://Danby.com', 'display_url': 'Danby.com'}, {'start': 158, 'end': 181, 'url': 'https://t.co/9dPeOaCMue', 'expanded_url': 'https://sacramento.craigslist.org/app/d/sacramento-danby-101-cuft-fridge-frost/7414238634.html', 'display_url': 'sacramento.craigslist.org/app/d/sacramen…', 'status': 200, 'title': 'DANBY 10.1 cu.ft Fridge Frost free oper LED Glass Shelf DFF101B1BDB...', 'description': ""Hi this Refrigerator is a great name brand model Danby, plus a perfect fit for a fridge that doesn't take much space or hieght. This model Retails for around $800 +tax new online! I'm the first..."", 'unwound_url': 'https://sacramento.craigslist.org/app/d/sacramento-danby-101-cuft-fridge-frost/7414238634.html'}, {'start': 279, 'end': 302, 'url': 'https://t.co/0WsCOcPxJc', 'expanded_url': 'https://twitter.com/UNLEASHFURYGAME/status/1466107089286098945/photo/1', 'display_url': 'pic.twitter.com/0WsCOcPxJc'}, {'start': 279, 'end': 302, 'url': 'https://t.co/0WsCOcPxJc', 'expanded_url': 'https://twitter.com/UNLEASHFURYGAME/status/1466107089286098945/photo/1', 'display_url': 'pic.twitter.com/0WsCOcPxJc'}, {'start': 279, 'end': 302, 'url': 'https://t.co/0WsCOcPxJc', 'expanded_url': 'https://twitter.com/UNLEASHFURYGAME/status/1466107089286098945/photo/1', 'display_url': 'pic.twitter.com/0WsCOcPxJc'}, {'start': 279, 'end': 302, 'url': 'https://t.co/0WsCOcPxJc', 'expanded_url': 'https://twitter.com/UNLEASHFURYGAME/status/1466107089286098945/photo/1', 'display_url': 'pic.twitter.com/0WsCOcPxJc'}]","[{'start': 0, 'end': 15, 'username': 'DanbyAppliance', 'id': '787838629'}, {'start': 108, 'end': 124, 'username': 'CASacramento916', 'id': '770100609487933445'}]","[{'start': 71, 'end': 85, 'tag': 'Refridgerator'}, {'start': 127, 'end': 138, 'tag': 'Sacramento'}, {'start': 139, 'end': 142, 'tag': 'CA'}, {'start': 183, 'end': 192, 'tag': 'Trending'}, {'start': 193, 'end': 198, 'tag': 'home'}, {'start': 199, 'end': 206, 'tag': 'office'}, {'start': 207, 'end': 214, 'tag': 'SCOTUS'}, {'start': 215, 'end': 232, 'tag': 'wednesdaythought'}, {'start': 233, 'end': 245, 'tag': 'December1st'}]","DanbyAppliance, CASacramento916",[],"http://Danby.com, https://sacramento.craigslist.org/app/d/sacramento-danby-101-cuft-fridge-frost/7414238634.html, https://twitter.com/UNLEASHFURYGAME/status/1466107089286098945/photo/1, https://twitter.com/UNLEASHFURYGAME/status/1466107089286098945/photo/1, https://twitter.com/UNLEASHFURYGAME/status/1466107089286098945/photo/1, https://twitter.com/UNLEASHFURYGAME/status/1466107089286098945/photo/1","Refridgerator, Sacramento, CA, Trending, home, office, SCOTUS, wednesdaythought, December1st"
899,3289142603,deadpeoplecom,The Grim Reaper,Follow and be the first to know about celebrities that have passed away.,"New York, USA",2282,2071,58178,2021-12-01 18:09:03+00:00,1466107089261142016,en,everyone,"Sad to hear, Alvin Lucier has passed away - #AlvinLucier #Alvin #Lucier  #rip  https://t.co/n7ng6uaYC4",0,0,0,0,[],[],[],"[{'start': 13, 'end': 24, 'probability': 0.9899, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 79, 'end': 102, 'url': 'https://t.co/n7ng6uaYC4', 'expanded_url': 'https://www.dead-people.com/Alvin-Lucier', 'display_url': 'dead-people.com/Alvin-Lucier'}]",[],"[{'start': 44, 'end': 56, 'tag': 'AlvinLucier'}, {'start': 57, 'end': 63, 'tag': 'Alvin'}, {'start': 64, 'end': 71, 'tag': 'Lucier'}, {'start': 73, 'end': 77, 'tag': 'rip'}]",[],Alvin Lucier,https://www.dead-people.com/Alvin-Lucier,"AlvinLucier, Alvin, Lucier, rip"
900,401616877,mulder_pieter,Pieter Mulder,"Mijn geest staat als met röntgenstralen van achteren door mijn hoofd geperst Hij volgt haast al mijn grillig dwalen, wordt uit zijn bronnen steeds ververst LtL",Haarlem,2032,1852,159456,2021-12-01 18:08:53+00:00,1466107047615905792,es,everyone,#RIP Alvin Lucier https://t.co/y8H9jUVEwH,3,1,6,0,[],[],[],"[{'start': 5, 'end': 16, 'probability': 0.8813000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 18, 'end': 41, 'url': 'https://t.co/y8H9jUVEwH', 'expanded_url': 'https://avantmusicnews.com/2021/12/01/rip-alvin-lucier/?fbclid=IwAR3tS3_Jr2wPqQzwlBVeMjbrzsgtX4a0hgjPmRIwItddTMu3xMWVw7pthp8', 'display_url': 'avantmusicnews.com/2021/12/01/rip…'}]",[],"[{'start': 0, 'end': 4, 'tag': 'RIP'}]",[],Alvin Lucier,https://avantmusicnews.com/2021/12/01/rip-alvin-lucier/?fbclid=IwAR3tS3_Jr2wPqQzwlBVeMjbrzsgtX4a0hgjPmRIwItddTMu3xMWVw7pthp8,RIP
966,30203287,lydrummet,Peter Albrechtsen,Loves sound on several levels and at several levels.,"Copenhagen, Denmark",6414,2978,49137,2021-12-01 17:35:45+00:00,1466098707850530816,en,everyone,So sad. Alvin Lucier was a sonic magician. His work made me think of sound in new ways – I Am Sitting In a Room blew my mind. A few years back I wrote this intro to Lucier and talked with Ren Klyce about Lucier’s impact on the #sounddesign of #Se7en: https://t.co/nvC88Utatn #RIP https://t.co/eCgaOr8pqJ,2,0,9,0,[],"[{'type': 'quoted', 'id': '1466093937500827659', 'entities': {'annotations': [{'start': 22, 'end': 33, 'probability': 0.9322, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 94, 'end': 96, 'probability': 0.2675, 'type': 'Place', 'normalized_text': 'OTO'}], 'urls': [{'start': 217, 'end': 240, 'url': 'https://t.co/csn8TxouFi', 'expanded_url': 'https://twitter.com/Cafeoto/status/1466093937500827659/photo/1', 'display_url': 'pic.twitter.com/csn8TxouFi'}]}, 'author_id': '106808100', 'reply_settings': 'everyone', 'public_metrics': {'retweet_count': 139, 'reply_count': 6, 'like_count': 525, 'quote_count': 23}, 'lang': 'en', 'text': 'RIP to the incredible Alvin Lucier. An artist who we were never able to welcome to perform at OTO, but whose work was performed here numerous times. His influence on experimental and marginal music is insurmountable. https://t.co/csn8TxouFi', 'created_at': '2021-12-01T17:16:48.000Z'}]",[],"[{'start': 8, 'end': 19, 'probability': 0.9902000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 165, 'end': 170, 'probability': 0.652, 'type': 'Person', 'normalized_text': 'Lucier'}, {'start': 188, 'end': 196, 'probability': 0.9384, 'type': 'Person', 'normalized_text': 'Ren Klyce'}]","[{'start': 251, 'end': 274, 'url': 'https://t.co/nvC88Utatn', 'expanded_url': 'https://designingsound.org/2013/08/08/an-introduction-to-alvin-lucier-and-his-impact-on-the-sound-of-se7en/', 'display_url': 'designingsound.org/2013/08/08/an-…'}, {'start': 280, 'end': 303, 'url': 'https://t.co/eCgaOr8pqJ', 'expanded_url': 'https://twitter.com/Cafeoto/status/1466093937500827659', 'display_url': 'twitter.com/Cafeoto/status…'}]",[],"[{'start': 227, 'end': 239, 'tag': 'sounddesign'}, {'start': 243, 'end': 249, 'tag': 'Se7en'}, {'start': 275, 'end': 279, 'tag': 'RIP'}]",[],"Alvin Lucier, Lucier, Ren Klyce","https://designingsound.org/2013/08/08/an-introduction-to-alvin-lucier-and-his-impact-on-the-sound-of-se7en/, https://twitter.com/Cafeoto/status/1466093937500827659","sounddesign, Se7en, RIP"
973,13799612,EchoesRadio,Echoes,"Echoes is the nightly chillout music, interview and performance radio show hosted by John Diliberto",Pennsylvania,3823,506,9235,2021-12-01 17:33:46+00:00,1466098210087317504,en,everyone,Avant-garde composer Alvin Lucier is Siting in the Final Room and  twanging the infinite Long Thin Wire. He left the planet today at age 90.  #alvinlucier https://t.co/YIAxSxINhu,3,0,10,1,[],[],[],"[{'start': 21, 'end': 32, 'probability': 0.7673, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 155, 'end': 178, 'url': 'https://t.co/YIAxSxINhu', 'expanded_url': 'https://twitter.com/EchoesRadio/status/1466098210087317513/photo/1', 'display_url': 'pic.twitter.com/YIAxSxINhu'}]",[],"[{'start': 142, 'end': 154, 'tag': 'alvinlucier'}]",[],Alvin Lucier,https://twitter.com/EchoesRadio/status/1466098210087317513/photo/1,alvinlucier
982,1024903566,alocaltheater,Mark Larson,,"San Jose, CA",426,1081,19360,2021-12-01 17:31:52+00:00,1466097729583517696,en,everyone,“Music with Roots in the Aether: Alvin Lucier” on #Vimeo https://t.co/pZCh6P7BCN,0,0,0,0,[],[],[],"[{'start': 12, 'end': 30, 'probability': 0.446, 'type': 'Other', 'normalized_text': 'Roots in the Aether'}, {'start': 33, 'end': 44, 'probability': 0.7952, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 57, 'end': 80, 'url': 'https://t.co/pZCh6P7BCN', 'expanded_url': 'https://vimeo.com/244882920?ref=tw-share', 'display_url': 'vimeo.com/244882920?ref=…'}]",[],"[{'start': 50, 'end': 56, 'tag': 'Vimeo'}]",[],"Roots in the Aether, Alvin Lucier",https://vimeo.com/244882920?ref=tw-share,Vimeo
1006,20512075,ResonanceFM,Resonance FM,The best & most influential radio station in the world. London 104.4fm & DAB. Ear https://t.co/AZdkKFbTJR Eye https://t.co/Yf3DJNCPtt Face https://t.co/hLkDQhItzf,London,30356,7113,19073,2021-12-01 17:26:08+00:00,1466096289708400640,en,everyone,Alvin Lucier RIP. Here he is at rest on the eve of the epochal 2004 Feedback: Order from Noise UK tour w. @toshimarunakam @otomojamjam @mobile_radio #billyroisz #xentos #nicolascollins @benedictdrew and @ClubIntegral pals. Pic by @danielagallery https://t.co/it7bT2zrLB,12,1,54,5,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9741000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 89, 'end': 96, 'probability': 0.21910000000000002, 'type': 'Organization', 'normalized_text': 'Noise UK'}]","[{'start': 246, 'end': 269, 'url': 'https://t.co/it7bT2zrLB', 'expanded_url': 'https://twitter.com/ResonanceFM/status/1466096289708400651/photo/1', 'display_url': 'pic.twitter.com/it7bT2zrLB'}]","[{'start': 106, 'end': 121, 'username': 'toshimarunakam', 'id': '3171677156'}, {'start': 122, 'end': 134, 'username': 'otomojamjam', 'id': '104393476'}, {'start': 135, 'end': 148, 'username': 'Mobile_Radio', 'id': '487615019'}, {'start': 185, 'end': 198, 'username': 'benedictdrew', 'id': '19535220'}, {'start': 203, 'end': 216, 'username': 'ClubIntegral', 'id': '110418147'}, {'start': 230, 'end': 245, 'username': 'danielagallery', 'id': '1185877665250713601'}]","[{'start': 149, 'end': 160, 'tag': 'billyroisz'}, {'start': 161, 'end': 168, 'tag': 'xentos'}, {'start': 169, 'end': 184, 'tag': 'nicolascollins'}]","toshimarunakam, otomojamjam, Mobile_Radio, benedictdrew, ClubIntegral, danielagallery","Alvin Lucier, Noise UK",https://twitter.com/ResonanceFM/status/1466096289708400651/photo/1,"billyroisz, xentos, nicolascollins"
1109,481199519,RafaelMateos7,Rafael Mateos,tó pa ná,[],1031,444,24170,2021-12-01 16:46:15+00:00,1466086252885721088,es,everyone,Alvin Lucier (1931-2021) #RIP https://t.co/T3FUHms0li,0,1,2,0,[],"[{'type': 'quoted', 'id': '1397921962182123522', 'public_metrics': {'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}, 'reply_settings': 'everyone', 'author_id': '481199519', 'text': 'I am sitting in a room. Archival Recordings 1969\u200b-\u200b2019\nby Alvin Lucier https://t.co/TMOTVeYF80', 'entities': {'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/TMOTVeYF80', 'expanded_url': 'https://soundonpapereditions.bandcamp.com/releases', 'display_url': 'soundonpapereditions.bandcamp.com/releases', 'images': [{'url': 'https://pbs.twimg.com/news_img/1494711743201030144/Y7iRPnum?format=jpg&name=orig', 'width': 700, 'height': 700}, {'url': 'https://pbs.twimg.com/news_img/1494711743201030144/Y7iRPnum?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'I am sitting in a room. Archival Recordings 1969-2019, by Alvin Lucier', 'description': '2 track album', 'unwound_url': 'https://soundonpapereditions.bandcamp.com/releases'}], 'annotations': [{'start': 59, 'end': 70, 'probability': 0.9523, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]}, 'created_at': '2021-05-27T14:25:42.000Z', 'lang': 'en'}]",[],[],"[{'start': 30, 'end': 53, 'url': 'https://t.co/T3FUHms0li', 'expanded_url': 'https://twitter.com/RafaelMateos7/status/1397921962182123522', 'display_url': 'twitter.com/RafaelMateos7/…'}]",[],"[{'start': 25, 'end': 29, 'tag': 'RIP'}]",[],[],https://twitter.com/RafaelMateos7/status/1397921962182123522,RIP
1144,17487184,viralinfo,simon poulter,Commercial Artist #FBPE Ⓥ - founder of Jan & Albert stories from the anti-woke world,Provisional,4228,4280,21480,2021-12-07 11:45:21+00:00,1468184855829786624,en,everyone,"Today's #WatercolourWorld was an explore of different types of colour, with homage to Sonia Delaunay of course. We listened to Alvin Lucier https://t.co/y0HentB2Ux",0,1,18,0,[],[],[],"[{'start': 86, 'end': 99, 'probability': 0.8947, 'type': 'Person', 'normalized_text': 'Sonia Delaunay'}, {'start': 127, 'end': 138, 'probability': 0.9245000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 140, 'end': 163, 'url': 'https://t.co/y0HentB2Ux', 'expanded_url': 'https://twitter.com/viralinfo/status/1468184855829786630/photo/1', 'display_url': 'pic.twitter.com/y0HentB2Ux'}]",[],"[{'start': 8, 'end': 25, 'tag': 'WatercolourWorld'}]",[],"Sonia Delaunay, Alvin Lucier",https://twitter.com/viralinfo/status/1468184855829786630/photo/1,WatercolourWorld
1182,1330149104207409152,mmmdananananone,Michael Feyeyeyohh,"He/Him. Illustrator, animator, dad, podcast enthusiast. Just showing off because his friends are here and he's had sweets.",[],104,173,4202,2021-12-05 20:22:34+00:00,1467590240265281536,en,everyone,"The sound pioneer Alvin Lucier, who died last week. Rest In Sound. #alvinlucier #avantgarde #portrait #illustration https://t.co/BZkEp7XTv6",1,0,9,0,[],[],[],"[{'start': 18, 'end': 29, 'probability': 0.9418000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 116, 'end': 139, 'url': 'https://t.co/BZkEp7XTv6', 'expanded_url': 'https://twitter.com/mmmdananananone/status/1467590240265281545/photo/1', 'display_url': 'pic.twitter.com/BZkEp7XTv6'}]",[],"[{'start': 67, 'end': 79, 'tag': 'alvinlucier'}, {'start': 80, 'end': 91, 'tag': 'avantgarde'}, {'start': 92, 'end': 101, 'tag': 'portrait'}, {'start': 102, 'end': 115, 'tag': 'illustration'}]",[],Alvin Lucier,https://twitter.com/mmmdananananone/status/1467590240265281545/photo/1,"alvinlucier, avantgarde, portrait, illustration"
1188,128542368,freekickradio,Free Kick,Free Kick is a freeform radio experience airing every Sunday from 11 am to 1 pm on CKUT 90.3 fm (ckut.ca) in Montreal.,Montreal,292,485,11798,2021-12-05 17:33:32+00:00,1467547702087254016,it,everyone,#NowPlaying Alvin Lucier RIP,0,1,0,0,128542368.0,"[{'type': 'replied_to', 'id': '1467546966452232192', 'referenced_tweets': [{'type': 'replied_to', 'id': '1467545213271166978'}], 'entities': {'hashtags': [{'start': 0, 'end': 11, 'tag': 'NowPlaying'}]}, 'text': '#NowPlaying John Oswald', 'public_metrics': {'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}, 'reply_settings': 'everyone', 'author_id': '128542368', 'in_reply_to_user_id': '128542368', 'created_at': '2021-12-05T17:30:37.000Z', 'lang': 'cy'}]",[],[],[],[],"[{'start': 0, 'end': 11, 'tag': 'NowPlaying'}]",[],[],[],NowPlaying
1190,367692979,HarroldRoeland,Harrold Roeland,"'Pays attention and reports back'. Composer (BMus/MA), field recordist, sound artist, radiohost @Concertzender, poet, sings bass @Vlechtwerk, Sensenta","Utrecht, Netherlands",236,229,4860,2021-12-05 15:26:29+00:00,1467515729188737024,nl,everyone,"Een druk programma tussen 18:00 en 20:00. We draaien mooie nieuwe muziek, vieren Synth Nicolaas en staan stil bij het overlijden van Alvin Lucier.

Bureau Radiophonie en aansluitend Sensenta, live vanaf 18:00!

#concertzender #zondagavond https://t.co/WQhKht5EtB",2,0,7,1,[],[],[],[],"[{'start': 239, 'end': 262, 'url': 'https://t.co/WQhKht5EtB', 'expanded_url': 'https://twitter.com/HarroldRoeland/status/1467515729188737035/photo/1', 'display_url': 'pic.twitter.com/WQhKht5EtB'}]",[],"[{'start': 211, 'end': 225, 'tag': 'concertzender'}, {'start': 226, 'end': 238, 'tag': 'zondagavond'}]",[],[],https://twitter.com/HarroldRoeland/status/1467515729188737035/photo/1,"concertzender, zondagavond"
1192,41399733,bobrusche,Bob Rusche - X-Rated,"Muziekfreak. Producer X-Rated @Concertzender, verkoper Platenhuis 't Oor, ex-Boudisque/ex-NOB/ex-Kink FM. Synths/ambient/darkambient/space/industrial. Kattengek","Hilversum, Noord-Holland",2070,665,82276,2021-12-05 15:12:52+00:00,1467512303474122752,nl,everyone,"Straks, live vanaf 21:00 uur, een nieuwe X-Rated @Concertzender met o.a. JASSS &amp; Silent Servant, Richie Hawtin, Tangerine Dream, Rival Consoles, GAS, Construction, Recent Arts, Coil, Ajna &amp; Onasander, Alvin Lucier (RIP) #XRated #Syntherklaas #pakjesavond",3,1,7,1,[],[],[],[],[],"[{'start': 49, 'end': 63, 'username': 'Concertzender', 'id': '63273344'}]","[{'start': 228, 'end': 235, 'tag': 'XRated'}, {'start': 236, 'end': 249, 'tag': 'Syntherklaas'}, {'start': 250, 'end': 262, 'tag': 'pakjesavond'}]",Concertzender,[],[],"XRated, Syntherklaas, pakjesavond"
1198,1003254816775262208,obladada,Soniko,"the music we are listening to, and sometimes writing about, and now with added mixes. by @johnjnicol",Loglibro hejme en la ĉielo,446,728,590,2021-12-05 12:52:14+00:00,1467476909160550400,en,everyone,"MEMORITA : ALVIN LUCIER
https://t.co/ojd3V02euS
""he leaves a stunning catalogue of work that will remain forward thinking for a very long time to come""
#alvinlucier #rip https://t.co/yFzygtDfu5",4,0,6,0,[],[],[],"[{'start': 11, 'end': 22, 'probability': 0.4501, 'type': 'Person', 'normalized_text': 'ALVIN LUCIER'}]","[{'start': 24, 'end': 47, 'url': 'https://t.co/ojd3V02euS', 'expanded_url': 'https://obladada.com/2021/12/05/memorita-alvin-lucier/', 'display_url': 'obladada.com/2021/12/05/mem…'}, {'start': 170, 'end': 193, 'url': 'https://t.co/yFzygtDfu5', 'expanded_url': 'https://twitter.com/obladada/status/1467476909160550405/photo/1', 'display_url': 'pic.twitter.com/yFzygtDfu5'}]",[],"[{'start': 152, 'end': 164, 'tag': 'alvinlucier'}, {'start': 165, 'end': 169, 'tag': 'rip'}]",[],ALVIN LUCIER,"https://obladada.com/2021/12/05/memorita-alvin-lucier/, https://twitter.com/obladada/status/1467476909160550405/photo/1","alvinlucier, rip"
1201,125878563,__ANAT,ANAT art+science+technology,"Australian Network for Art & Technology :: National Network (AU). Residencies, Art+Science+Technology collaborations, partnerships and programs.",Kaurna Country ,88219,1992,1772,2021-12-05 08:58:48+00:00,1467418164195577856,en,everyone,"Vale Alvin Lucier, an eternal inspiration to many. #artScienceTechnology #soundArt #acoustic #experimental #composer https://t.co/wJoXPotS23",1,0,6,0,[],"[{'type': 'quoted', 'id': '1467398963431096329', 'text': 'Championing Sonic Phenomena as Music – A personal obituary for Alvin Lucier (1931-2021) by Cat\xa0Hope https://t.co/JGhcv7BzWx', 'entities': {'annotations': [{'start': 63, 'end': 74, 'probability': 0.9649000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}], 'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/JGhcv7BzWx', 'expanded_url': 'https://www.cyclicdefrost.com/2021/12/championing-sonic-phenomena-as-music-a-personal-obituary-for-alvin-lucier-1931-2021-by-cat-hope/', 'display_url': 'cyclicdefrost.com/2021/12/champi…'}]}, 'public_metrics': {'retweet_count': 15, 'reply_count': 2, 'like_count': 35, 'quote_count': 2}, 'reply_settings': 'everyone', 'author_id': '139307942', 'created_at': '2021-12-05T07:42:30.000Z', 'lang': 'en'}]",[],"[{'start': 5, 'end': 16, 'probability': 0.43860000000000005, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 117, 'end': 140, 'url': 'https://t.co/wJoXPotS23', 'expanded_url': 'https://twitter.com/cyclicdefrost/status/1467398963431096329', 'display_url': 'twitter.com/cyclicdefrost/…'}]",[],"[{'start': 51, 'end': 72, 'tag': 'artScienceTechnology'}, {'start': 73, 'end': 82, 'tag': 'soundArt'}, {'start': 83, 'end': 92, 'tag': 'acoustic'}, {'start': 93, 'end': 106, 'tag': 'experimental'}, {'start': 107, 'end': 116, 'tag': 'composer'}]",[],Alvin Lucier,https://twitter.com/cyclicdefrost/status/1467398963431096329,"artScienceTechnology, soundArt, acoustic, experimental, composer"
1203,1311421252133847040,TrustHealthInf,TrustedHealth.Info,Trusted Health Information,[],13,0,15660,2021-12-05 08:01:23+00:00,1467403713883090944,en,everyone,"#Stressed out?

Read on the #healthy ways to cope with #Stress and a lot more trusted health information.

https://t.co/c5M9uLNhuB

Free health information for all. #FreeHealthRevolution

Please share with your friends.. #Retweet

#domains Freddie Mercury

 Alvin Lucier, comp…",2,0,0,0,[],[],[],"[{'start': 240, 'end': 254, 'probability': 0.6118, 'type': 'Person', 'normalized_text': 'Freddie Mercury'}, {'start': 258, 'end': 269, 'probability': 0.5534, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 107, 'end': 130, 'url': 'https://t.co/c5M9uLNhuB', 'expanded_url': 'http://www.trustedhealth.info', 'display_url': 'trustedhealth.info'}]",[],"[{'start': 0, 'end': 9, 'tag': 'Stressed'}, {'start': 28, 'end': 36, 'tag': 'healthy'}, {'start': 55, 'end': 62, 'tag': 'Stress'}, {'start': 165, 'end': 186, 'tag': 'FreeHealthRevolution'}, {'start': 221, 'end': 229, 'tag': 'Retweet'}, {'start': 231, 'end': 239, 'tag': 'domains'}]",[],"Freddie Mercury, Alvin Lucier",http://www.trustedhealth.info,"Stressed, healthy, Stress, FreeHealthRevolution, Retweet, domains"
